Project1,Project2,Score,Technology1,Country1,Capacity1,Investment1,Date1,Technology2,Country2,Capacity2,Investment2,Date2
SALCOS - WindH2 Windwasserstoff Salzgitter,Linde Hellas - Mandra,0.19970000000000002,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,GRC,1.0,0.173253333,2022.0
SALCOS - WindH2 Windwasserstoff Salzgitter,"Porto, CUTE",0.19956000000000002,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,PRT,0.3,0.050846087,2003.0
SALCOS - WindH2 Windwasserstoff Salzgitter,Methanation at Eichhof,0.49951,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,DEU,0.05,0.007496538,2018.0
SALCOS - WindH2 Windwasserstoff Salzgitter,"ETOGAS, Solar Fuel Beta-plant AUDI, Werlte (Audi e-gas)",0.49924,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,DEU,6.3,1.067767826,2013.0
SALCOS - WindH2 Windwasserstoff Salzgitter,RENOVAGAS,0.19950184,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,ESP,0.0092,0.00155928,2014.0
SALCOS - WindH2 Windwasserstoff Salzgitter,Refhyne,0.4985,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,DEU,10.0,1.499307692,2021.0
SALCOS - WindH2 Windwasserstoff Salzgitter,Hynamics Martres-Tolosane,0.19990000000000002,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,FRA,2.0,0.338973913,2025.0
SALCOS - WindH2 Windwasserstoff Salzgitter,Utilitas ELY,0.1995424811452,Onshore wind,DEU,2.5,0.374826923,2021.0,Solar PV,EST,0.212405726,0.036,2025.0
SALCOS - WindH2 Windwasserstoff Salzgitter,RIC Energy Valladolid -phase 1,0.1995,Onshore wind,DEU,2.5,0.374826923,2021.0,Solar PV,ESP,5.0,0.749653846,2024.0
SALCOS - WindH2 Windwasserstoff Salzgitter,Stromlückenfüller 2nd phase,0.49954,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,DEU,0.2,0.029986154,2019.0
SALCOS - WindH2 Windwasserstoff Salzgitter,P2G-Biocat - Continued (Ref 508),0.1996,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,DNK,0.5,0.084743478,2015.0
SALCOS - WindH2 Windwasserstoff Salzgitter,Energi Hub Kjerlingland,0.1995,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,NOR,5.0,0.866266667,2025.0
SALCOS - WindH2 Windwasserstoff Salzgitter,"Oslo, CHIC",0.19962000000000002,Onshore wind,DEU,2.5,0.374826923,2021.0,Unknown,NOR,0.6,0.101692174,2013.0
Utilitas ELY,H2 research center BTU Cottbus,0.1999855188548,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,DEU,0.14,0.023728174,2012.0
Utilitas ELY,Rozenburg Power2Gas Phase 1,0.1999589188548,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,NLD,0.007,0.001049515,2013.0
Utilitas ELY,Narva power plant ELY,0.4999863783284,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,EST,0.144297368,0.025,2010.0
Utilitas ELY,Hunfeld project ,0.1990424811452,Solar PV,EST,0.212405726,0.036,2025.0,Onshore wind,DEU,5.0,0.866266667,2025.0
Utilitas ELY,Hydrogen Lab Gorlitz,0.1996424811452,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,DEU,2.0,0.346506667,2023.0
Utilitas ELY,Lhyfe-Enerparc Luckau project,0.6990424811452001,Solar PV,EST,0.212405726,0.036,2025.0,Solar PV,DEU,5.0,0.847434783,2024.0
Utilitas ELY,Linde Hellas - Mandra,0.1998424811452,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,GRC,1.0,0.173253333,2022.0
Utilitas ELY,"Porto, CUTE",0.1999824811452,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,PRT,0.3,0.050846087,2003.0
Utilitas ELY,Methanation at Eichhof,0.19996751885480002,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,DEU,0.05,0.007496538,2018.0
Utilitas ELY,"ETOGAS, Solar Fuel Beta-plant AUDI, Werlte (Audi e-gas)",0.19878248114520003,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,DEU,6.3,1.067767826,2013.0
Utilitas ELY,RENOVAGAS,0.1999593588548,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,ESP,0.0092,0.00155928,2014.0
Utilitas ELY,Refhyne,0.1980424811452,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,DEU,10.0,1.499307692,2021.0
Utilitas ELY,Hynamics Martres-Tolosane,0.1996424811452,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,FRA,2.0,0.338973913,2025.0
Utilitas ELY,SALCOS - WindH2 Windwasserstoff Salzgitter,0.1995424811452,Solar PV,EST,0.212405726,0.036,2025.0,Onshore wind,DEU,2.5,0.374826923,2021.0
Utilitas ELY,RIC Energy Valladolid -phase 1,0.6990424811452001,Solar PV,EST,0.212405726,0.036,2025.0,Solar PV,ESP,5.0,0.749653846,2024.0
Utilitas ELY,Stromlückenfüller 2nd phase,0.1999975188548,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,DEU,0.2,0.029986154,2019.0
Utilitas ELY,P2G-Biocat - Continued (Ref 508),0.1999424811452,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,DNK,0.5,0.084743478,2015.0
Utilitas ELY,Energi Hub Kjerlingland,0.1990424811452,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,NOR,5.0,0.866266667,2025.0
Utilitas ELY,"Oslo, CHIC",0.1999224811452,Solar PV,EST,0.212405726,0.036,2025.0,Unknown,NOR,0.6,0.101692174,2013.0
RIC Energy Valladolid -phase 1,H2 research center BTU Cottbus,0.199028,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,DEU,0.14,0.023728174,2012.0
RIC Energy Valladolid -phase 1,Rozenburg Power2Gas Phase 1,0.1990014,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,NLD,0.007,0.001049515,2013.0
RIC Energy Valladolid -phase 1,Narva power plant ELY,0.19902885947360002,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,EST,0.144297368,0.025,2010.0
RIC Energy Valladolid -phase 1,Hunfeld project ,0.2,Solar PV,ESP,5.0,0.749653846,2024.0,Onshore wind,DEU,5.0,0.866266667,2025.0
RIC Energy Valladolid -phase 1,Hydrogen Lab Gorlitz,0.19940000000000002,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,DEU,2.0,0.346506667,2023.0
RIC Energy Valladolid -phase 1,Lhyfe-Enerparc Luckau project,0.7,Solar PV,ESP,5.0,0.749653846,2024.0,Solar PV,DEU,5.0,0.847434783,2024.0
RIC Energy Valladolid -phase 1,Linde Hellas - Mandra,0.19920000000000002,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,GRC,1.0,0.173253333,2022.0
RIC Energy Valladolid -phase 1,"Porto, CUTE",0.19906000000000001,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,PRT,0.3,0.050846087,2003.0
RIC Energy Valladolid -phase 1,Methanation at Eichhof,0.19901000000000002,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,DEU,0.05,0.007496538,2018.0
RIC Energy Valladolid -phase 1,"ETOGAS, Solar Fuel Beta-plant AUDI, Werlte (Audi e-gas)",0.19974000000000003,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,DEU,6.3,1.067767826,2013.0
RIC Energy Valladolid -phase 1,RENOVAGAS,0.49900184000000003,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,ESP,0.0092,0.00155928,2014.0
RIC Energy Valladolid -phase 1,Refhyne,0.199,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,DEU,10.0,1.499307692,2021.0
RIC Energy Valladolid -phase 1,Hynamics Martres-Tolosane,0.19940000000000002,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,FRA,2.0,0.338973913,2025.0
RIC Energy Valladolid -phase 1,SALCOS - WindH2 Windwasserstoff Salzgitter,0.1995,Solar PV,ESP,5.0,0.749653846,2024.0,Onshore wind,DEU,2.5,0.374826923,2021.0
RIC Energy Valladolid -phase 1,Utilitas ELY,0.6990424811452001,Solar PV,ESP,5.0,0.749653846,2024.0,Solar PV,EST,0.212405726,0.036,2025.0
RIC Energy Valladolid -phase 1,Stromlückenfüller 2nd phase,0.19904,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,DEU,0.2,0.029986154,2019.0
RIC Energy Valladolid -phase 1,P2G-Biocat - Continued (Ref 508),0.19910000000000003,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,DNK,0.5,0.084743478,2015.0
RIC Energy Valladolid -phase 1,Energi Hub Kjerlingland,0.2,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,NOR,5.0,0.866266667,2025.0
RIC Energy Valladolid -phase 1,"Oslo, CHIC",0.19912000000000002,Solar PV,ESP,5.0,0.749653846,2024.0,Unknown,NOR,0.6,0.101692174,2013.0
Stromlückenfüller 2nd phase,H2 research center BTU Cottbus,0.9999880000000001,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,DEU,0.14,0.023728174,2012.0
Stromlückenfüller 2nd phase,Rozenburg Power2Gas Phase 1,0.6999614000000001,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,NLD,0.007,0.001049515,2013.0
Stromlückenfüller 2nd phase,Narva power plant ELY,0.6999888594736,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,EST,0.144297368,0.025,2010.0
Stromlückenfüller 2nd phase,Hunfeld project ,0.49904,Unknown,DEU,0.2,0.029986154,2019.0,Onshore wind,DEU,5.0,0.866266667,2025.0
Stromlückenfüller 2nd phase,Hydrogen Lab Gorlitz,0.9996400000000001,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,DEU,2.0,0.346506667,2023.0
Stromlückenfüller 2nd phase,Lhyfe-Enerparc Luckau project,0.49904,Unknown,DEU,0.2,0.029986154,2019.0,Solar PV,DEU,5.0,0.847434783,2024.0
Stromlückenfüller 2nd phase,Linde Hellas - Mandra,0.69984,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,GRC,1.0,0.173253333,2022.0
Stromlückenfüller 2nd phase,"Porto, CUTE",0.69998,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,PRT,0.3,0.050846087,2003.0
Stromlückenfüller 2nd phase,Methanation at Eichhof,0.99997,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,DEU,0.05,0.007496538,2018.0
Stromlückenfüller 2nd phase,"ETOGAS, Solar Fuel Beta-plant AUDI, Werlte (Audi e-gas)",0.99878,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,DEU,6.3,1.067767826,2013.0
Stromlückenfüller 2nd phase,RENOVAGAS,0.6999618400000001,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,ESP,0.0092,0.00155928,2014.0
Stromlückenfüller 2nd phase,Refhyne,0.99804,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,DEU,10.0,1.499307692,2021.0
Stromlückenfüller 2nd phase,Hynamics Martres-Tolosane,0.69964,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,FRA,2.0,0.338973913,2025.0
Stromlückenfüller 2nd phase,SALCOS - WindH2 Windwasserstoff Salzgitter,0.49954,Unknown,DEU,0.2,0.029986154,2019.0,Onshore wind,DEU,2.5,0.374826923,2021.0
Stromlückenfüller 2nd phase,Utilitas ELY,0.1999975188548,Unknown,DEU,0.2,0.029986154,2019.0,Solar PV,EST,0.212405726,0.036,2025.0
Stromlückenfüller 2nd phase,RIC Energy Valladolid -phase 1,0.19904,Unknown,DEU,0.2,0.029986154,2019.0,Solar PV,ESP,5.0,0.749653846,2024.0
Stromlückenfüller 2nd phase,P2G-Biocat - Continued (Ref 508),0.69994,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,DNK,0.5,0.084743478,2015.0
Stromlückenfüller 2nd phase,Energi Hub Kjerlingland,0.69904,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,NOR,5.0,0.866266667,2025.0
Stromlückenfüller 2nd phase,"Oslo, CHIC",0.69992,Unknown,DEU,0.2,0.029986154,2019.0,Unknown,NOR,0.6,0.101692174,2013.0
P2G-Biocat - Continued (Ref 508),H2 research center BTU Cottbus,0.699928,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,DEU,0.14,0.023728174,2012.0
P2G-Biocat - Continued (Ref 508),Rozenburg Power2Gas Phase 1,0.6999014,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,NLD,0.007,0.001049515,2013.0
P2G-Biocat - Continued (Ref 508),Narva power plant ELY,0.6999288594736,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,EST,0.144297368,0.025,2010.0
P2G-Biocat - Continued (Ref 508),Hunfeld project ,0.19910000000000003,Unknown,DNK,0.5,0.084743478,2015.0,Onshore wind,DEU,5.0,0.866266667,2025.0
P2G-Biocat - Continued (Ref 508),Hydrogen Lab Gorlitz,0.6997,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,DEU,2.0,0.346506667,2023.0
P2G-Biocat - Continued (Ref 508),Lhyfe-Enerparc Luckau project,0.19910000000000003,Unknown,DNK,0.5,0.084743478,2015.0,Solar PV,DEU,5.0,0.847434783,2024.0
P2G-Biocat - Continued (Ref 508),Linde Hellas - Mandra,0.6999,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,GRC,1.0,0.173253333,2022.0
P2G-Biocat - Continued (Ref 508),"Porto, CUTE",0.69996,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,PRT,0.3,0.050846087,2003.0
P2G-Biocat - Continued (Ref 508),Methanation at Eichhof,0.69991,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,DEU,0.05,0.007496538,2018.0
P2G-Biocat - Continued (Ref 508),"ETOGAS, Solar Fuel Beta-plant AUDI, Werlte (Audi e-gas)",0.69884,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,DEU,6.3,1.067767826,2013.0
P2G-Biocat - Continued (Ref 508),RENOVAGAS,0.69990184,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,ESP,0.0092,0.00155928,2014.0
P2G-Biocat - Continued (Ref 508),Refhyne,0.6981,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,DEU,10.0,1.499307692,2021.0
P2G-Biocat - Continued (Ref 508),Hynamics Martres-Tolosane,0.6997,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,FRA,2.0,0.338973913,2025.0
P2G-Biocat - Continued (Ref 508),SALCOS - WindH2 Windwasserstoff Salzgitter,0.1996,Unknown,DNK,0.5,0.084743478,2015.0,Onshore wind,DEU,2.5,0.374826923,2021.0
P2G-Biocat - Continued (Ref 508),Utilitas ELY,0.1999424811452,Unknown,DNK,0.5,0.084743478,2015.0,Solar PV,EST,0.212405726,0.036,2025.0
P2G-Biocat - Continued (Ref 508),RIC Energy Valladolid -phase 1,0.19910000000000003,Unknown,DNK,0.5,0.084743478,2015.0,Solar PV,ESP,5.0,0.749653846,2024.0
P2G-Biocat - Continued (Ref 508),Stromlückenfüller 2nd phase,0.69994,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,DEU,0.2,0.029986154,2019.0
P2G-Biocat - Continued (Ref 508),Energi Hub Kjerlingland,0.6991,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,NOR,5.0,0.866266667,2025.0
P2G-Biocat - Continued (Ref 508),"Oslo, CHIC",0.69998,Unknown,DNK,0.5,0.084743478,2015.0,Unknown,NOR,0.6,0.101692174,2013.0
Energi Hub Kjerlingland,H2 research center BTU Cottbus,0.699028,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,DEU,0.14,0.023728174,2012.0
Energi Hub Kjerlingland,Rozenburg Power2Gas Phase 1,0.6990014,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,NLD,0.007,0.001049515,2013.0
Energi Hub Kjerlingland,Narva power plant ELY,0.6990288594736,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,EST,0.144297368,0.025,2010.0
Energi Hub Kjerlingland,Hunfeld project ,0.2,Unknown,NOR,5.0,0.866266667,2025.0,Onshore wind,DEU,5.0,0.866266667,2025.0
Energi Hub Kjerlingland,Hydrogen Lab Gorlitz,0.6994,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,DEU,2.0,0.346506667,2023.0
Energi Hub Kjerlingland,Lhyfe-Enerparc Luckau project,0.2,Unknown,NOR,5.0,0.866266667,2025.0,Solar PV,DEU,5.0,0.847434783,2024.0
Energi Hub Kjerlingland,Linde Hellas - Mandra,0.6992,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,GRC,1.0,0.173253333,2022.0
Energi Hub Kjerlingland,"Porto, CUTE",0.69906,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,PRT,0.3,0.050846087,2003.0
Energi Hub Kjerlingland,Methanation at Eichhof,0.69901,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,DEU,0.05,0.007496538,2018.0
Energi Hub Kjerlingland,"ETOGAS, Solar Fuel Beta-plant AUDI, Werlte (Audi e-gas)",0.69974,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,DEU,6.3,1.067767826,2013.0
Energi Hub Kjerlingland,RENOVAGAS,0.69900184,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,ESP,0.0092,0.00155928,2014.0
Energi Hub Kjerlingland,Refhyne,0.6990000000000001,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,DEU,10.0,1.499307692,2021.0
Energi Hub Kjerlingland,Hynamics Martres-Tolosane,0.6994,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,FRA,2.0,0.338973913,2025.0
Energi Hub Kjerlingland,SALCOS - WindH2 Windwasserstoff Salzgitter,0.1995,Unknown,NOR,5.0,0.866266667,2025.0,Onshore wind,DEU,2.5,0.374826923,2021.0
Energi Hub Kjerlingland,Utilitas ELY,0.1990424811452,Unknown,NOR,5.0,0.866266667,2025.0,Solar PV,EST,0.212405726,0.036,2025.0
Energi Hub Kjerlingland,RIC Energy Valladolid -phase 1,0.2,Unknown,NOR,5.0,0.866266667,2025.0,Solar PV,ESP,5.0,0.749653846,2024.0
Energi Hub Kjerlingland,Stromlückenfüller 2nd phase,0.69904,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,DEU,0.2,0.029986154,2019.0
Energi Hub Kjerlingland,P2G-Biocat - Continued (Ref 508),0.6991,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,DNK,0.5,0.084743478,2015.0
Energi Hub Kjerlingland,"Oslo, CHIC",0.99912,Unknown,NOR,5.0,0.866266667,2025.0,Unknown,NOR,0.6,0.101692174,2013.0
"Oslo, CHIC",H2 research center BTU Cottbus,0.699908,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,DEU,0.14,0.023728174,2012.0
"Oslo, CHIC",Rozenburg Power2Gas Phase 1,0.6998814,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,NLD,0.007,0.001049515,2013.0
"Oslo, CHIC",Narva power plant ELY,0.6999088594736,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,EST,0.144297368,0.025,2010.0
"Oslo, CHIC",Hunfeld project ,0.19912000000000002,Unknown,NOR,0.6,0.101692174,2013.0,Onshore wind,DEU,5.0,0.866266667,2025.0
"Oslo, CHIC",Hydrogen Lab Gorlitz,0.69972,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,DEU,2.0,0.346506667,2023.0
"Oslo, CHIC",Lhyfe-Enerparc Luckau project,0.19912000000000002,Unknown,NOR,0.6,0.101692174,2013.0,Solar PV,DEU,5.0,0.847434783,2024.0
"Oslo, CHIC",Linde Hellas - Mandra,0.69992,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,GRC,1.0,0.173253333,2022.0
"Oslo, CHIC","Porto, CUTE",0.69994,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,PRT,0.3,0.050846087,2003.0
"Oslo, CHIC",Methanation at Eichhof,0.69989,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,DEU,0.05,0.007496538,2018.0
"Oslo, CHIC","ETOGAS, Solar Fuel Beta-plant AUDI, Werlte (Audi e-gas)",0.69886,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,DEU,6.3,1.067767826,2013.0
"Oslo, CHIC",RENOVAGAS,0.69988184,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,ESP,0.0092,0.00155928,2014.0
"Oslo, CHIC",Refhyne,0.6981200000000001,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,DEU,10.0,1.499307692,2021.0
"Oslo, CHIC",Hynamics Martres-Tolosane,0.69972,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,FRA,2.0,0.338973913,2025.0
"Oslo, CHIC",SALCOS - WindH2 Windwasserstoff Salzgitter,0.19962000000000002,Unknown,NOR,0.6,0.101692174,2013.0,Onshore wind,DEU,2.5,0.374826923,2021.0
"Oslo, CHIC",Utilitas ELY,0.1999224811452,Unknown,NOR,0.6,0.101692174,2013.0,Solar PV,EST,0.212405726,0.036,2025.0
"Oslo, CHIC",RIC Energy Valladolid -phase 1,0.19912000000000002,Unknown,NOR,0.6,0.101692174,2013.0,Solar PV,ESP,5.0,0.749653846,2024.0
"Oslo, CHIC",Stromlückenfüller 2nd phase,0.69992,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,DEU,0.2,0.029986154,2019.0
"Oslo, CHIC",P2G-Biocat - Continued (Ref 508),0.69998,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,DNK,0.5,0.084743478,2015.0
"Oslo, CHIC",Energi Hub Kjerlingland,0.99912,Unknown,NOR,0.6,0.101692174,2013.0,Unknown,NOR,5.0,0.866266667,2025.0
